/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
0.02400000000000001,0.02396821285280298,0.02400000000000001,0.02399025443930098,0.02400000000000001,0.02399426738551505,0.02400000000000001,0.0002709446379345465,0.02400000000000001,0.0007234078829212096,0.02400000000000001,0.004440321809867697
0.02500000000000002,0.02496678263109776,0.02500000000000002,0.02498963437931031,0.02500000000000002,0.02499389933131523,0.02500000000000002,0.0002863019450929691,0.02500000000000002,0.0007624006077374434,0.02500000000000002,0.004658265976041173
0.02600000000000002,0.02596536967664551,0.02600000000000002,0.02598901794065648,0.02600000000000002,0.02599352976122224,0.02600000000000002,0.0003020280665266497,0.02600000000000002,0.0008021644349210865,0.02600000000000002,0.004878873792116768
0.02700000000000002,0.02696397587900378,0.02700000000000002,0.0269884057677775,0.02700000000000002,0.02699315862104579,0.02700000000000002,0.0003181295551233883,0.02700000000000002,0.0008427094765691985,0.02700000000000002,0.00510215107654881
0.02800000000000002,0.027962602956493,0.02800000000000002,0.02798779847846165,0.02800000000000002,0.02799278586579705,0.02800000000000002,0.0003346132725330492,0.02800000000000002,0.0008840464022838435,0.02800000000000002,0.005328104011102648
0.02900000000000002,0.02896125243997753,0.02900000000000002,0.02898719664612181,0.02900000000000002,0.02899241144271413,0.02900000000000002,0.0003514864055350966,0.02900000000000002,0.0009261864567435389,0.02900000000000002,0.005556739135704189
0.03000000000000002,0.02995992568423079,0.03000000000000002,0.02998660080198792,0.03000000000000002,0.02999203530369848,0.03000000000000002,0.0003687564778450971,0.03000000000000002,0.0009691414789251383,0.03000000000000002,0.005788063340475319
0.03100000000000002,0.03095862387125625,0.03100000000000002,0.03098601142964181,0.03100000000000002,0.03099165739577746,0.03100000000000002,0.0003864313646886525,0.03100000000000002,0.001012923922922622,0.03100000000000002,0.006022083838326671
0.03200000000000002,0.03195734800556454,0.03200000000000002,0.03198542896368217,0.03200000000000002,0.03199127766285866,0.03200000000000002,0.0004045193047349888,0.03200000000000002,0.001057546870111141,0.03200000000000002,0.006258808165826418
0.03300000000000002,0.03295609892887661,0.03300000000000002,0.03298485379559984,0.03300000000000002,0.03299089604235884,0.03300000000000002,0.0004230289142151773,0.03300000000000002,0.001103024055075873,0.03300000000000002,0.006498244168546153
0.03400000000000002,0.033954877348504,0.03400000000000002,0.03398428626755026,0.03400000000000002,0.03399051247438879,0.03400000000000002,0.0004419691982881067,0.03400000000000002,0.001149369865291837,0.03400000000000002,0.006740399956808155
0.03500000000000002,0.03495368380979268,0.03500000000000002,0.03498372667939673,0.03500000000000002,0.03499012688139718,0.03500000000000002,0.0004613495640540913,0.03500000000000002,0.001196599368791287,0.03500000000000002,0.0069852839283744
0.03600000000000003,0.03595251875095606,0.03600000000000003,0.03598317528687391,0.03600000000000003,0.03598973919069872,0.03600000000000003,0.0004811798324316375,0.03600000000000003,0.001244728317730693,0.03600000000000003,0.007232904685638507
0.03700000000000003,0.03695138248528198,0.03700000000000003,0.03698263231616314,0.03700000000000003,0.03698934932432527,0.03700000000000003,0.0005014702500258016,0.03700000000000003,0.001293773164138612,0.03700000000000003,0.007483271064952566
0.03800000000000003,0.0379502752146858,0.03800000000000003,0.03798209794326933,0.03800000000000003,0.03798895718403583,0.03800000000000003,0.0005222315000811131,0.03800000000000003,0.001343751066302262,0.03800000000000003,0.007736392070831592
0.03900000000000003,0.03894919704492947,0.03900000000000003,0.03898157232356474,0.03900000000000003,0.03898856268879389,0.03900000000000003,0.000543474716036765,0.03900000000000003,0.001394679893610267,0.03900000000000003,0.007992276870700846
0.04000000000000003,0.03994814800639749,0.04000000000000003,0.03998105557420228,0.04000000000000003,0.0399881657289732,0.04000000000000003,0.000565211489740733,0.04000000000000003,0.001446578252050507,0.04000000000000003,0.008250934711752377
0.04100000000000003,0.04094712804757775,0.04100000000000003,0.04098054779042912,0.04100000000000003,0.04098776620333407,0.04100000000000003,0.0005874538841569189,0.04100000000000003,0.001499465457829526,0.04100000000000003,0.008512374962931538
0.04200000000000003,0.04194613702086307,0.04200000000000003,0.04198004902698034,0.04200000000000003,0.04198736399668911,0.04200000000000003,0.0006102144444376319,0.04200000000000003,0.001553361573447515,0.04200000000000003,0.008776606993342361
0.04300000000000003,0.04294517474300524,0.04300000000000003,0.04297955932813629,0.04300000000000003,0.04298695898967132,0.04300000000000003,0.0006335062079150611,0.04300000000000003,0.001608287395743307,0.04300000000000003,0.009043640183034069
0.04400000000000003,0.04394424097676455,0.04400000000000003,0.04397907872131585,0.04400000000000003,0.04398655106383143,0.04400000000000003,0.0006573427160544915,0.04400000000000003,0.00166426445523658,0.04400000000000003,0.00931348385294028
0.04500000000000003,0.04494333540562368,0.04500000000000003,0.04497860718239138,0.04500000000000003,0.04498614007875765,0.04500000000000003,0.0006817380216031664,0.04500000000000003,0.001721315022374637,0.04500000000000003,0.009586147232717623
0.04600000000000003,0.04594245770306849,0.04600000000000003,0.04597814469939727,0.04600000000000003,0.04598572590663486,0.04600000000000003,0.0007067067055300582,0.04600000000000003,0.00177946211036877,0.04600000000000003,0.009861639423245696
0.04700000000000003,0.04694160746841657,0.04700000000000003,0.04697769122899138,0.04700000000000003,0.04698530839613399,0.04700000000000003,0.0007322638779493877,0.04700000000000003,0.001838729467028864,0.04700000000000003,0.01013996929287486
0.04800000000000004,0.04794078429053139,0.04800000000000004,0.04797724671059099,0.04800000000000004,0.04798488740348164,0.04800000000000004,0.0007584251980249471,0.04800000000000004,0.001899141572614874,0.04800000000000004,0.01042114548098774
0.04900000000000004,0.04893998771320306,0.04900000000000004,0.04897681108321327,0.04900000000000004,0.04898446277609072,0.04900000000000004,0.0007852068768241343,0.04900000000000004,0.001960723636842603,0.04900000000000004,0.01070517632643262
0.05000000000000004,0.04993921726528486,0.05000000000000004,0.04997638424870166,0.05000000000000004,0.04998403434389075,0.05000000000000004,0.0008126256906806318,0.05000000000000004,0.002023501589824736,0.05000000000000004,0.0109920698126193
0.05100000000000004,0.05093847243329691,0.05100000000000004,0.0509759661025384,0.05100000000000004,0.05098360195406626,0.05100000000000004,0.0008406989929291974,0.05100000000000004,0.002087502088006158,0.05100000000000004,0.0112818334856506
0.05200000000000004,0.05193775270793447,0.05200000000000004,0.05197555655317023,0.05200000000000004,0.05198316542554806,0.05200000000000004,0.0008694447169289056,0.05200000000000004,0.002152752488165308,0.05200000000000004,0.01157447446797792
0.05300000000000004,0.05293705754142548,0.05300000000000004,0.05297515545882156,0.05300000000000004,0.05298272458532152,0.05300000000000004,0.0008988813921428114,0.05300000000000004,0.002219280842986134,0.05300000000000004,0.01186999932914012
0.05400000000000004,0.05393638638318979,0.05400000000000004,0.05397476269673817,0.05400000000000004,0.05398227925434076,0.05400000000000004,0.0009290281525485721,0.05400000000000004,0.002287115906893959,0.05400000000000004,0.0121684140778948
0.05500000000000004,0.05493573865659367,0.05500000000000004,0.0549743781301859,0.05500000000000004,0.05498182924591726,0.05500000000000004,0.0009599047420917176,0.05500000000000004,0.002356287098560841,0.05500000000000004,0.01246972404611334
0.05600000000000004,0.05593511379976449,0.05600000000000004,0.055974001605083,0.05600000000000004,0.05598137437077207,0.05600000000000004,0.0009915315270371883,0.05600000000000004,0.002426824504327885,0.05600000000000004,0.01277393394592226
