/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
3.017978862659712e-10,4.216548545892337e-05,4.015242259179474e-10,-2.438151925725935e-05,6.031610058745218e-10,-0.0007825233361222554,3.017978862659712e-10,8.520419493675351e-06,4.015242259179474e-10,-5.806807946528135e-05,6.031610058745218e-10,-0.0004986247693953003
3.640066769234575e-10,1.165724692141592e-05,4.439832275980917e-10,-9.81464303914209e-05,6.382676699199624e-10,-0.001087824526548278,3.640066769234575e-10,-2.615267495374507e-05,4.439832275980917e-10,-0.0001208715561654322,6.382676699199624e-10,-0.0006337880695612244
4.106257995411279e-10,-4.8011630904226e-05,4.805420324540783e-10,-0.0001978118523666916,6.81546810933294e-10,-0.001537651269749397,4.106257995411279e-10,-8.209165887449088e-05,4.805420324540783e-10,-0.0001972948480610297,6.81546810933294e-10,-0.0008107517231240685
4.488789121848753e-10,-0.000133476611990825,5.137780351728261e-10,-0.0003268768959236765,7.248460710232585e-10,-0.002047564390483118,4.488789121848753e-10,-0.0001536857424106298,5.137780351728261e-10,-0.0002866153782069658,7.248460710232585e-10,-0.0009911728354694016
4.826986464300746e-10,-0.0002463896207888659,5.452511085888511e-10,-0.0004911439221462301,7.608338184437141e-10,-0.002498690573427977,4.826986464300746e-10,-0.000239424031215108,5.452511085888511e-10,-0.0003888552694661513,7.608338184437141e-10,-0.001139165276872454
5.145759061729096e-10,-0.0003932306987965804,5.759985864644444e-10,-0.0006990770270680615,7.947079441727581e-10,-0.00293134509668707,5.145759061729096e-10,-0.0003404248213914498,5.759985864644444e-10,-0.0005044398763711556,7.947079441727581e-10,-0.001274545117832748
5.459764761269523e-10,-0.00058347448957605,6.067366184316362e-10,-0.0009599411315937865,8.292523998478017e-10,-0.003369606440301447,5.459764761269523e-10,-0.0004581418107529063,6.067366184316362e-10,-0.0006335652626811135,8.292523998478017e-10,-0.001407411595418291
5.777766795865919e-10,-0.0008294246786418775,6.397469785720823e-10,-0.001301934773037547,8.670581744138107e-10,-0.003837782761518566,5.777766795865919e-10,-0.0005935358763090319,6.397469785720823e-10,-0.000783427945539138,8.670581744138107e-10,-0.001546767610477316
6.104522812461239e-10,-0.0011433745567661,6.814786573584616e-10,-0.001817049318321988,9.117291492095989e-10,-0.004370212624106791,6.104522812461239e-10,-0.0007460974395053188,6.814786573584616e-10,-0.0009814058140860918,9.117291492095989e-10,-0.001703908481097366
6.465410852764644e-10,-0.00156349634210608,7.241857725700968e-10,-0.002413202608605261,9.558645746047994e-10,-0.004873792026163184,6.465410852764644e-10,-0.0009245250383652591,7.241857725700968e-10,-0.001184590746988652,9.558645746047994e-10,-0.001852745714593407
6.899386903894936e-10,-0.002156144105066566,7.584359646966342e-10,-0.002920408241655163,1e-09,-0.005356663873565304,6.899386903894936e-10,-0.001143381077213529,7.584359646966342e-10,-0.001344183232283668,1e-09,-0.001996312834277734
7.330458553511939e-10,-0.002807655425833601,7.906071743572569e-10,-0.003403607269611096,1.00023070220276e-09,-0.005356231543908836,7.330458553511939e-10,-0.001356939157644801,7.906071743572569e-10,-0.001489299743697776,1.00023070220276e-09,-0.001995960008464048
7.668124857491126e-10,-0.003340643926474895,8.234336803576812e-10,-0.003891323674583117,1.000289710150023e-09,-0.00535600442064334,7.668124857491126e-10,-0.001519197467375893,8.234336803576812e-10,-0.001632022176354921,1.000289710150023e-09,-0.001995824102573745
7.997332469829791e-10,-0.00386221115732045,8.59555797966972e-10,-0.004413750651631726,1.00040772604455e-09,-0.005354734987261087,7.997332469829791e-10,-0.001671882463555385,8.59555797966972e-10,-0.001783055432871417,1.00040772604455e-09,-0.001995579966707236
8.336710833567311e-10,-0.004390289714609654,9.033736197895226e-10,-0.005023158734096695,1.000498465541953e-09,-0.005354708970845118,8.336710833567311e-10,-0.001823627036568661,9.033736197895226e-10,-0.001959275694066329,1.000498465541953e-09,-0.001995464728371408
8.720039174532841e-10,-0.004968082181160119,9.603219206015827e-10,-0.005777044014174398,1.000562542290142e-09,-0.005354194877166074,8.720039174532841e-10,-0.001988901074706437,9.603219206015827e-10,-0.002179353609121012,1.000562542290142e-09,-0.001995435365006674
9.20499820347402e-10,-0.005668495393530024,1e-09,-0.006280733123044881,1.000631793507192e-09,-0.005353641232343194,9.20499820347402e-10,-0.002190708704126271,1e-09,-0.002328244686830825,1.000631793507192e-09,-0.001995435482255004
9.60249910173701e-10,-0.006220042269545039,1.000070441054167e-09,-0.006280980519692758,1.000698734496662e-09,-0.005353115363918484,9.60249910173701e-10,-0.002351382235901447,1.000070441054167e-09,-0.002328098336237347,1.000698734496662e-09,-0.001995440576534939
1e-09,-0.006753371650117124,1.00018155261528e-09,-0.006280630182049007,1.000772513955429e-09,-0.005352545991842848,1e-09,-0.002508565113385362,1.00018155261528e-09,-0.002327599412043138,1.000772513955429e-09,-0.001995422904816286
1.000067569789601e-09,-0.006753573488585594,1.00021773438913e-09,-0.006280343857618168,1.000843674672598e-09,-0.005352004350110157,1.000067569789601e-09,-0.002508382697441205,1.00021773438913e-09,-0.00232740841009403,1.000843674672598e-09,-0.001995364621175897
1.000175166645485e-09,-0.006753109781042651,1.000231149534954e-09,-0.006280220711853012,1.000916455442135e-09,-0.005351455480505316,1.000175166645485e-09,-0.002507809359105364,1.000231149534954e-09,-0.002327339902683103,1.000916455442135e-09,-0.001995253909155352
1.000210509352071e-09,-0.006752777725647716,1.000257979826603e-09,-0.006279960341214423,1.000979963921766e-09,-0.005350979400520233,1.000210509352071e-09,-0.002507595607179079,1.000257979826603e-09,-0.002327220786080154,1.000979963921766e-09,-0.00199511398321819
1.000223534760053e-09,-0.00675263834506329,1.000295885113424e-09,-0.006279577589176278,1.001039775277202e-09,-0.005350532727967483,1.000223534760053e-09,-0.002507520343023329,1.000295885113424e-09,-0.002327103173010991,1.001039775277202e-09,-0.001994948010240053
1.000249585576016e-09,-0.006752347381918198,1.000336866175068e-09,-0.006279157914059283,1.001102114819741e-09,-0.005350068449402104,1.000249585576016e-09,-0.002507390879571623,1.000336866175068e-09,-0.002327042019447368,1.001102114819741e-09,-0.001994746009363866
1.00028674376708e-09,-0.006751921888887382,1.000384732555497e-09,-0.00627867018936067,1.00117541888283e-09,-0.0053495237820018,1.00028674376708e-09,-0.002507264233181455,1.000384732555497e-09,-0.002327042102372418,1.00117541888283e-09,-0.001994484446451936
1.00032700938768e-09,-0.006751459765634814,1.000435087225467e-09,-0.006278164237500336,1.001272720319699e-09,-0.005348802455764022,1.00032700938768e-09,-0.00250720105061154,1.000435087225467e-09,-0.002327098635078411,1.001272720319699e-09,-0.001994132906276121
1.000373844222573e-09,-0.006750928971335052,1.000481427797656e-09,-0.006277705667656331,1.001354917979416e-09,-0.005348194304005086,1.000373844222573e-09,-0.002507205803728734,1.000481427797656e-09,-0.002327177810137401,1.001354917979416e-09,-0.001993861306373959
1.000424196511516e-09,-0.006750368715296501,1.000527121132593e-09,-0.006277259512176248,1.001426569555763e-09,-0.00534766493200996,1.000424196511516e-09,-0.002507273386591938,1.000527121132593e-09,-0.00232726172187093,1.001426569555763e-09,-0.001993661700904333
1.000470158388832e-09,-0.006749866140902108,1.000575356141266e-09,-0.006276793984091434,1.001499331449748e-09,-0.005347127970154269,1.000470158388832e-09,-0.002507364651145379,1.000575356141266e-09,-0.002327340801555554,1.001499331449748e-09,-0.001993503946318128
1.000515076023725e-09,-0.006749381901500258,1.000632524753342e-09,-0.006276248069938916,1.001574793653549e-09,-0.005346571657126726,1.000515076023725e-09,-0.002507459871348053,1.000632524753342e-09,-0.002327407168829798,1.001574793653549e-09,-0.001993386502762625
1.000562000327125e-09,-0.006748882011814462,1.000697054020846e-09,-0.006275637896524348,1.001648826300993e-09,-0.00534602640102818,1.000562000327125e-09,-0.002507549304256673,1.000697054020846e-09,-0.002327433118826906,1.001648826300993e-09,-0.00199330490030138
1.000616360232634e-09,-0.006748309064920279,1.000752907564031e-09,-0.006275113928557405,1.001730642864893e-09,-0.005345424367103508,1.000616360232634e-09,-0.002507625752374082,1.000752907564031e-09,-0.00232740501830386,1.001730642864893e-09,-0.001993229850025667
1.000678460259356e-09,-0.006747661009296539,1.000800202834888e-09,-0.006274672715098614,1.001849812439515e-09,-0.005344548441619048,1.000678460259356e-09,-0.002507664396655354,1.000800202834888e-09,-0.002327338935656677,1.001849812439515e-09,-0.001993093302452034
1.00073667983016e-09,-0.006747058527319106,1.000845109115284e-09,-0.006274255514613916,1.001953923852918e-09,-0.00534378409150348,1.00073667983016e-09,-0.002507643392043085,1.000845109115284e-09,-0.002327236252437053,1.001953923852918e-09,-0.00199291724645515
1.000784244196823e-09,-0.006746569318232809,1.000890306348184e-09,-0.006273837033138137,1.002037869495112e-09,-0.005343168378108252,1.000784244196823e-09,-0.002507578728929646,1.000890306348184e-09,-0.002327091262085533,1.002037869495112e-09,-0.001992730617748737
1.0008286434583e-09,-0.006746114683595861,1.000939573513378e-09,-0.006273382236989085,1.00212199478964e-09,-0.005342551859171926,1.0008286434583e-09,-0.002507475137549456,1.000939573513378e-09,-0.002326886252117441,1.00212199478964e-09,-0.001992510526722417
1.00087288502148e-09,-0.00674566329452628,1.001001158116951e-09,-0.00627281540671628,1.00221553456347e-09,-0.005341866936399693,1.00087288502148e-09,-0.00250732746445036,1.001001158116951e-09,-0.0023265714052877,1.00221553456347e-09,-0.001992246286659064
1.000920058006137e-09,-0.006745183514706067,1.001061348927366e-09,-0.006272262915420646,1.002335046853339e-09,-0.00534099272822491,1.000920058006137e-09,-0.00250712100416787,1.001061348927366e-09,-0.002326222039370076,1.002335046853339e-09,-0.001991915519111536
1.000976524813867e-09,-0.006744610941657764,1.00112298946267e-09,-0.006271698410800175,1.0024667288528e-09,-0.005340030646972494,1.000976524813867e-09,-0.002506814840758185,1.00112298946267e-09,-0.002325853534599565,1.0024667288528e-09,-0.001991592760730314
1.001036354143817e-09,-0.006744006006242911,1.001179706322619e-09,-0.006271179979841839,1.002576812287616e-09,-0.005339227281015967,1.001036354143817e-09,-0.002506440474041962,1.001179706322619e-09,-0.002325535049149633,1.002576812287616e-09,-0.001991364230932298
1.001096003706657e-09,-0.006743404383914135,1.001235380791551e-09,-0.006270672237013998,1.002684595142705e-09,-0.005338441504573069,1.001096003706657e-09,-0.002506047017086019,1.001235380791551e-09,-0.002325267797627888,1.002684595142705e-09,-0.001991170488971745
1.001152640265809e-09,-0.006742834323650681,1.001295244867794e-09,-0.00627012659291222,1.002796794511615e-09,-0.005337624365829625,1.001152640265809e-09,-0.002505687668645766,1.001295244867794e-09,-0.002325051705279276,1.002796794511615e-09,-0.001990983483343194
1.001207044347248e-09,-0.006742288013572397,1.00135205713756e-09,-0.006269609422300229,1.0029458582876e-09,-0.005336540056104661,1.001207044347248e-09,-0.00250538458667807,1.00135205713756e-09,-0.002324922454600684,1.0029458582876e-09,-0.001990723689912061
1.001263846793971e-09,-0.006741718038556384,1.001404993684684e-09,-0.006269128045179989,1.003088580552615e-09,-0.005335503266871077,1.001263846793971e-09,-0.002505136566184557,1.001404993684684e-09,-0.002324864629367945,1.003088580552615e-09,-0.001990441353144655
1.001322798345637e-09,-0.006741127315729021,1.001458618906593e-09,-0.006268640858141074,1.003214951994982e-09,-0.005334586621310638,1.001322798345637e-09,-0.002504966653815588,1.001458618906593e-09,-0.002324854389370356,1.003214951994982e-09,-0.001990161575844637
1.001375747595355e-09,-0.006740597367016377,1.001517479057007e-09,-0.006268106589289046,1.003348850788635e-09,-0.005333616287852757,1.001375747595355e-09,-0.002504889279367178,1.001517479057007e-09,-0.0023248747443807,1.003348850788635e-09,-0.001989847371017223
1.001427656405933e-09,-0.00674007834296148,1.00159512769013e-09,-0.006267402479194246,1.00350912817433e-09,-0.005332456347182181,1.001427656405933e-09,-0.002504871625032901,1.00159512769013e-09,-0.002324900917527191,1.00350912817433e-09,-0.001989475702399724
1.001482616094387e-09,-0.006739529321144902,1.00166122359325e-09,-0.006266803716644249,1.003678565033216e-09,-0.005331231941290674,1.001482616094387e-09,-0.002504894341498868,1.00166122359325e-09,-0.002324887542484927,1.003678565033216e-09,-0.001989110049498045
1.001547777709313e-09,-0.006738879006421654,1.001727151082332e-09,-0.006266206982653781,1.003829749771555e-09,-0.005330141000308066,1.001547777709313e-09,-0.002504937691866345,1.001727151082332e-09,-0.00232481807467779,1.003829749771555e-09,-0.00198880798357784
1.001612443761962e-09,-0.006738234254941669,1.001788834156219e-09,-0.006265649107132342,1.003993740161006e-09,-0.005328959314643433,1.001612443761962e-09,-0.002504958942572582,1.001788834156219e-09,-0.002324694947087278,1.003993740161006e-09,-0.001988490684546466
1.001684813031706e-09,-0.006737513379928921,1.001850775927366e-09,-0.00626508930480987,1.004214961792208e-09,-0.005327367944413852,1.001684813031706e-09,-0.002504918579394166,1.001850775927366e-09,-0.002324518767329093,1.004214961792208e-09,-0.001988048483660026
1.001746578854186e-09,-0.006736898667535842,1.001920078972009e-09,-0.006264463448598071,1.004402391267764e-09,-0.005326022080578431,1.001746578854186e-09,-0.00250481590621955,1.001920078972009e-09,-0.002324274872436939,1.004402391267764e-09,-0.001987653899795645
1.001805973568583e-09,-0.006736308002928472,1.001990158692228e-09,-0.006263831074404575,1.004583721904522e-09,-0.005324722106417145,1.001805973568583e-09,-0.002504656924305921,1.001990158692228e-09,-0.002323999604953704,1.004583721904522e-09,-0.00198726252325508
1.001869158051947e-09,-0.006735680117085735,1.002060914886899e-09,-0.006263193091424791,1.004829703717342e-09,-0.005322961905803989,1.001869158051947e-09,-0.002504433640301252,1.002060914886899e-09,-0.002323714645857778,1.004829703717342e-09,-0.00198673846699021
1.001940328975626e-09,-0.006734973426810583,1.002143478868716e-09,-0.006262449259984967,1.005082323133301e-09,-0.005321158081174912,1.001940328975626e-09,-0.002504138531707183,1.002143478868716e-09,-0.002323398611139429,1.005082323133301e-09,-0.001986216139496847
1.002008081737074e-09,-0.006734301215277473,1.002242170521666e-09,-0.006261560991789553,1.005302657169072e-09,-0.005319587965019758,1.002008081737074e-09,-0.002503838660976557,1.002242170521666e-09,-0.002323070436041394,1.005302657169072e-09,-0.001985767124127398
1.002079879063179e-09,-0.006733589436782644,1.00232406302602e-09,-0.00626082462614696,1.005600698019087e-09,-0.005317468757464471,1.002079879063179e-09,-0.002503525036508168,1.00232406302602e-09,-0.002322849633018614,1.005600698019087e-09,-0.001985154663399532
1.002173431238076e-09,-0.006732662837412084,1.002395950084838e-09,-0.006260178748425189,1.005920633790436e-09,-0.005315199752876399,1.002173431238076e-09,-0.002503154592385643,1.002395950084838e-09,-0.002322696306463254,1.005920633790436e-09,-0.001984489422159615
1.002267052608877e-09,-0.006731736502340027,1.002469110268324e-09,-0.006259521927732144,1.006216330144176e-09,-0.005313108012573173,1.002267052608877e-09,-0.002502848125272883,1.002469110268324e-09,-0.002322574684878714,1.006216330144176e-09,-0.001983874588268516
1.002340608637976e-09,-0.006731009362609638,1.00255311478093e-09,-0.006258768360674109,1.006807722851655e-09,-0.00530893967674272,1.002340608637976e-09,-0.002502658504495173,1.00255311478093e-09,-0.002322462871987292,1.006807722851655e-09,-0.001982655073021857
1.002410243470031e-09,-0.006730321562673616,1.002653802469723e-09,-0.006257865993213715,1.007236644119065e-09,-0.005305929479328121,1.002410243470031e-09,-0.002502519607402015,1.002653802469723e-09,-0.002322334055051042,1.007236644119065e-09,-0.001981773803538574
1.002483728473745e-09,-0.006729596240771382,1.002754604963878e-09,-0.006256963527377789,1.007900693861056e-09,-0.005301288607994235,1.002483728473745e-09,-0.002502407647989884,1.002754604963878e-09,-0.002322173357972204,1.007900693861056e-09,-0.001980409697938073
1.002575978756221e-09,-0.006728686500434238,1.002844136686303e-09,-0.006256162743293593,1.008601707351892e-09,-0.005296415417569486,1.002575978756221e-09,-0.002502291632947372,1.002844136686303e-09,-0.002321983039896085,1.008601707351892e-09,-0.001978973263714492
1.002680063233799e-09,-0.006727661118500098,1.002937610810315e-09,-0.006255327473409528,1.009787380282281e-09,-0.005288231720184396,1.002680063233799e-09,-0.002502147803655261,1.002937610810315e-09,-0.002321731731366513,1.009787380282281e-09,-0.00197655363182556
1.002770578856826e-09,-0.006726770320210621,1.003027243386072e-09,-0.006254527271681268,1.011061716348783e-09,-0.005279515303284887,1.002770578856826e-09,-0.002501978896007255,1.003027243386072e-09,-0.002321452921907639,1.011061716348783e-09,-0.00197396495844946
1.002857453486786e-09,-0.00672591614686683,1.003122820717335e-09,-0.006253674792868105,1.013610388481788e-09,-0.005262313442206571,1.002857453486786e-09,-0.002501761563441179,1.003122820717335e-09,-0.002321141766262474,1.013610388481788e-09,-0.001968822600103207
1.002947966863771e-09,-0.006725027018046951,1.003258714107146e-09,-0.006252464129857182,1.017206582177944e-09,-0.005238524592050535,1.002947966863771e-09,-0.002501479925634693,1.003258714107146e-09,-0.002320732066606842,1.017206582177944e-09,-0.00196164059342781
1.003034920208013e-09,-0.006724173646165716,1.003374922847184e-09,-0.006251430138064895,1.024398969570257e-09,-0.005192426548752245,1.003034920208013e-09,-0.002501175192805871,1.003374922847184e-09,-0.002320436618787531,1.024398969570257e-09,-0.001947504679643672
1.003132763210624e-09,-0.00672321431849346,1.003478128613742e-09,-0.006250513005382658,1.037749524547695e-09,-0.005111145808864961,1.003132763210624e-09,-0.002500827591013678,1.003478128613742e-09,-0.0023202166631887,1.037749524547695e-09,-0.001921935359512981
1.003279540376658e-09,-0.0067217770127725,1.003586057797106e-09,-0.006249554738072278,1.053600158672421e-09,-0.005020475632257146,1.003279540376658e-09,-0.002500367473341803,1.003586057797106e-09,-0.002320012152697022,1.053600158672421e-09,-0.001892503995323911
1.003386933252377e-09,-0.006720726744764597,1.003720291397223e-09,-0.006248364350524621,1.072581097085364e-09,-0.004918483112468664,1.003386933252377e-09,-0.002500093874641652,1.003720291397223e-09,-0.00231975660130574,1.072581097085364e-09,-0.00185832671830886
1.003486017469081e-09,-0.006719758754155721,1.003840547661108e-09,-0.00624729924930967,1.096011863951519e-09,-0.004800411729667322,1.003486017469081e-09,-0.002499882858134228,1.003840547661108e-09,-0.002319502157359041,1.096011863951519e-09,-0.001817432905245523
1.003594083137205e-09,-0.006718704173764165,1.003963911493542e-09,-0.006246207926851256,1.12412389542392e-09,-0.004667909153834796,1.003594083137205e-09,-0.002499674038840098,1.003963911493542e-09,-0.002319206485644874,1.12412389542392e-09,-0.001769916900717952
1.00372972906175e-09,-0.00671738203563039,1.004080335948003e-09,-0.006245179049753897,1.157531997599551e-09,-0.004520979483861531,1.00372972906175e-09,-0.002499398985081353,1.004080335948003e-09,-0.002318901467112629,1.157531997599551e-09,-0.001715268033029011
1.003880757318865e-09,-0.006715912093528899,1.004204751193174e-09,-0.006244080889702511,1.198386237855589e-09,-0.004353972696929952,1.003880757318865e-09,-0.002499041015013071,1.004204751193174e-09,-0.002318565158561597,1.198386237855589e-09,-0.001650673195163408
1.003996894688886e-09,-0.006714782552362406,1.00438114882776e-09,-0.006242526280554508,1.248677287075099e-09,-0.004163978523632996,1.003996894688886e-09,-0.002498726362604607,1.00438114882776e-09,-0.002318107591201501,1.248677287075099e-09,-0.001573967858070795
1.004111008843867e-09,-0.006713674207055865,1.004544984972374e-09,-0.006241084776669729,1.308125162236073e-09,-0.003958327820638299,1.004111008843867e-09,-0.00249839600703746,1.004544984972374e-09,-0.002317718329357223,1.308125162236073e-09,-0.001486618982623551
1.004241810734688e-09,-0.006712405728336172,1.004678425935062e-09,-0.00623991236926521,1.376378657564175e-09,-0.003740839830926803,1.004241810734688e-09,-0.002498015215709143,1.004678425935062e-09,-0.002317423129742671,1.376378657564175e-09,-0.00139000437121171
1.004367134689288e-09,-0.006711192067807866,1.004818397357439e-09,-0.006238684179469541,1.453321717116371e-09,-0.003515715491970011,1.004367134689288e-09,-0.002497669229054658,1.004818397357439e-09,-0.002317118647593104,1.453321717116371e-09,-0.001284972279051723
1.004508020678682e-09,-0.006709829496268843,1.005005182988838e-09,-0.006237047742395823,1.541078964665995e-09,-0.003279724046757324,1.004508020678682e-09,-0.002497313040228077,1.005005182988838e-09,-0.002316695152620938,1.541078964665995e-09,-0.001169308070785553
1.004633747660282e-09,-0.006708615105148454,1.00519512505239e-09,-0.006235386596845746,1.642285991713198e-09,-0.003029437517762607,1.004633747660282e-09,-0.002497018588396547,1.00519512505239e-09,-0.002316237352510339,1.642285991713198e-09,-0.00104039864424782
1.004765314016435e-09,-0.006707345921116975,1.00534977045902e-09,-0.006234036319010443,1.759771442109587e-09,-0.002762252035099608,1.004765314016435e-09,-0.002496717512828216,1.00534977045902e-09,-0.002315853187823691,1.759771442109587e-09,-0.0008956789453833147
1.004944215612825e-09,-0.006705622688432633,1.005518772021363e-09,-0.006232562911855663,1.895068379258138e-09,-0.002479706789630776,1.004944215612825e-09,-0.002496288855438599,1.005518772021363e-09,-0.002315437480374931,1.895068379258138e-09,-0.0007343666259411077
1.005126281405614e-09,-0.00670387203940457,1.005715372560211e-09,-0.006230851784343449,2.05072396804974e-09,-0.002179365408073021,1.005126281405614e-09,-0.002495819892576966,1.005715372560211e-09,-0.002314971034090844,2.05072396804974e-09,-0.0005543881432453255
1.005271817114769e-09,-0.006702474852668365,1.005911532507153e-09,-0.006229147746769542,2.228780797670877e-09,-0.001861493227507156,1.005271817114769e-09,-0.002495429895736061,1.005911532507153e-09,-0.002314513796795487,2.228780797670877e-09,-0.0003549767779570619
1.005426448048216e-09,-0.006700992484159315,1.006094760307626e-09,-0.00622755866124287,2.430092733664742e-09,-0.001527541531100893,1.005426448048216e-09,-0.002495017674163395,1.006094760307626e-09,-0.002314090453748753,2.430092733664742e-09,-0.0001359105523769426
1.005653198624818e-09,-0.006698822686632569,1.006333699176829e-09,-0.00622549038215205,2.656153168604187e-09,-0.001177375925367182,1.005653198624818e-09,-0.00249443911519777,1.006333699176829e-09,-0.002313532457167841,2.656153168604187e-09,0.000103547381072316
1.005846794870307e-09,-0.006696973832162044,1.006607874218345e-09,-0.006223122577965394,2.913122634127956e-09,-0.0008038144591641677,1.005846794870307e-09,-0.002493964430315669,1.006607874218345e-09,-0.002312880111876631,2.913122634127956e-09,0.0003688696520166093
1.006019574754843e-09,-0.00669532662101238,1.006838741189596e-09,-0.006221133288664343,3.209813966618707e-09,-0.0003973949821446675,1.006019574754843e-09,-0.002493536363381922,1.006838741189596e-09,-0.002312329823581481,3.209813966618707e-09,0.0006676498855151779
1.006230071147697e-09,-0.006693323432870957,1.007148377151769e-09,-0.006218471664174329,3.552083811501044e-09,4.595147608264547e-05,1.006230071147697e-09,-0.002493009501095949,1.007148377151769e-09,-0.002311602049499992,3.552083811501044e-09,0.001003602272230635
1.006532289445549e-09,-0.006690454210495751,1.00749746648913e-09,-0.006215479569334327,3.944512117848619e-09,0.0005272663187283383,1.006532289445549e-09,-0.002492242129880515,1.00749746648913e-09,-0.002310789183896676,3.944512117848619e-09,0.001380049159720375
1.006749983771958e-09,-0.006688390732687676,1.007822223689383e-09,-0.006212704181595265,4.39635022642262e-09,0.001055455825472755,1.006749983771958e-09,-0.002491687176334863,1.007822223689383e-09,-0.002310031307668783,4.39635022642262e-09,0.001803146623670724
1.007011129615525e-09,-0.006685922783930275,1.008446556333062e-09,-0.006207390261389354,4.906990368656002e-09,0.001625302179978715,1.007011129615525e-09,-0.00249102901980098,1.008446556333062e-09,-0.002308570951475726,4.906990368656002e-09,0.002269929708377463
1.007405338874158e-09,-0.006682208589739409,1.008927807486304e-09,-0.006203313537156631,5.517114616967141e-09,0.002276678694288806,1.007405338874158e-09,-0.002490046626718823,1.008927807486304e-09,-0.002307449229464923,5.517114616967141e-09,0.002813601908919241
1.007700770141357e-09,-0.006679433568078778,1.009845271073109e-09,-0.006195586153771194,6.237822492161856e-09,0.003014108327493092,1.007700770141357e-09,-0.002489310200084706,1.009845271073109e-09,-0.002305319864086252,6.237822492161856e-09,0.003438194578819972
1.00818371537973e-09,-0.006674912812569559,1.010696496024658e-09,-0.006188468214217472,7.092498747912802e-09,0.003854109073362204,1.00818371537973e-09,-0.002488102144318854,1.010696496024658e-09,-0.002303350955046993,7.092498747912802e-09,0.004156444202476631
1.008616526392213e-09,-0.006670877712867362,1.012398945927756e-09,-0.006174373616282496,8.108055420039949e-09,0.004815780386162666,1.008616526392213e-09,-0.002487022070597368,1.012398945927756e-09,-0.002299433830418759,8.108055420039949e-09,0.004980822942075854
1.009166321287996e-09,-0.006665773607960026,1.014287009123315e-09,-0.006158952617541255,9.322555452319323e-09,0.005927636565119286,1.009166321287996e-09,-0.002485655987306512,1.014287009123315e-09,-0.002295121127085716,9.322555452319323e-09,0.005928423916073012
1.009841705795748e-09,-0.006659536138795374,1.017825258607692e-09,-0.006130602423311702,1.080215361925284e-08,0.007241645885811649,1.009841705795748e-09,-0.002483982236537014,1.017825258607692e-09,-0.002287120885387204,1.080215361925284e-08,0.00703110562953357
1.010703066024029e-09,-0.006651631876508629,1.024901757576445e-09,-0.00607579069158117,1.263168334795906e-08,0.008824579165955037,1.010703066024029e-09,-0.002481853974216934,1.024901757576445e-09,-0.002271404643842333,1.263168334795906e-08,0.008322347423813638
1.01184629863063e-09,-0.006641226097967479,1.038397402694549e-09,-0.005976984365543112,1.466585461265312e-08,0.0105462091903038,1.01184629863063e-09,-0.002479042083915005,1.038397402694549e-09,-0.00224230663122855,1.466585461265312e-08,0.009672325976248661
1.013819201153562e-09,-0.006623485862996318,1.054445974956273e-09,-0.005867356810330534,1.73560697594941e-08,0.0127823085631704,1.013819201153562e-09,-0.002474221609546209,1.054445974956273e-09,-0.002208927911652569,1.73560697594941e-08,0.01133295233056822
1.016515490164251e-09,-0.006599658528839092,1.07356512414604e-09,-0.005745547077082675,2.010685947066117e-08,0.01503632493787139,1.016515490164251e-09,-0.002467695113400715,1.07356512414604e-09,-0.002170560092342446,2.010685947066117e-08,0.01289948336279718
1.02190806818563e-09,-0.006553302374599564,1.097098394570494e-09,-0.005605956806638422,2.292637307289577e-08,0.01732390281752214,1.02190806818563e-09,-0.00245483507658282,1.097098394570494e-09,-0.002125017048880689,2.292637307289577e-08,0.01438162658433144
1.032693224228387e-09,-0.006464969485182498,1.125202951167403e-09,-0.005451190576651371,2.588519415380439e-08,0.01970782256285682,1.032693224228387e-09,-0.002429774071123643,1.125202951167403e-09,-0.002072617124237656,2.588519415380439e-08,0.01581957029106213
1.047526156681033e-09,-0.006351228927401142,1.158559356186412e-09,-0.005281116171467149,2.889817923999231e-08,0.02212313622080039,1.047526156681033e-09,-0.002396493017052324,1.158559356186412e-09,-0.002012748678688112,2.889817923999231e-08,0.0171746786225834
1.065155581585285e-09,-0.006225320990598868,1.199299264586192e-09,-0.005089644852962163,3.229099717963889e-08,0.0248323901513838,1.065155581585285e-09,-0.002358387397145055,1.199299264586192e-09,-0.001942469346582177,3.229099717963889e-08,0.01858647024220749
1.086653674353641e-09,-0.006082525758615526,1.249364614614033e-09,-0.004874653260214952,3.588026305377024e-08,0.02768899316519851,1.086653674353641e-09,-0.002313639368866732,1.249364614614033e-09,-0.001859656552155873,3.588026305377024e-08,0.01996706070648617
1.112909210996431e-09,-0.005920828073249882,1.308478195377085e-09,-0.004643072730301562,3.973502379241492e-08,0.03074899978527754,1.112909210996431e-09,-0.002261072744747605,1.308478195377085e-09,-0.001766057669524115,3.973502379241492e-08,0.02134054698285007
